Designation,Experience,Salary,No. of Publications,No. of Chapters,Amount of consultancy work,Fund Received,Professional Membership
3,33,405064,99,979,751641,10700866,11
3,32,752650,64,1056,547541,4371786,5
2,24,652620,120,684,1827096,4366704,12
2,23,677223,69,425,634489,5136693,14
2,21,263571,10,661,1012567,5134111,14
2,17,454155,59,144,1323161,857055,13
2,18,320463,72,63,1698363,7120377,5
2,23,768338,34,678,1307182,1048593,15
2,12,259488,12,234,809394,1007574,5
1,1,37745,2,93,82337,105128,8
1,6,381036,48,240,545856,3611994,8
2,13,379697,6,435,1038966,5848511,7
3,38,257830,38,1178,1520177,4993022,1
3,35,623221,46,210,1260070,7103506,1
3,29,262131,87,174,1709037,9558603,6
1,4,145000,20,308,694172,2823916,15
2,13,306852,32,403,932672,5869064,15
3,35,496195,81,618,1874226,2094913,6
3,37,880711,37,1233,1891810,796807,6
3,30,477280,30,20,1984620,3966460,14
2,22,289938,33,1089,2144252,5352776,6
1,3,219864,9,147,293319,1033875,9
2,20,343320,80,780,962350,4939830,7
3,32,686869,32,373,1725056,7823786,4
3,33,688710,22,319,996886,2269124,13
2,23,360870,80,816,862615,1482890,2
2,8,200380,40,392,718080,2197652,8
2,11,116721,49,401,547569,2001213,3
3,36,787200,12,816,2317848,8809584,12
3,39,933348,39,1183,2291380,12242464,2
3,28,353696,84,448,1159489,6519221,14
3,27,254160,45,675,1697499,4876794,5
3,37,560920,74,1208,1686534,2647165,14
3,25,542125,58,108,1631850,1468266,14
2,16,293976,64,16,1210264,6213776,15
1,6,334338,30,438,858522,2333106,2
2,11,239382,22,121,446963,2577531,14
3,32,701781,21,746,2038400,6833589,10
2,19,293189,38,494,577923,5903328,7
3,35,785283,81,1015,1545938,9870980,11
1,3,141444,6,195,303840,649950,10
2,22,458238,77,429,1333783,7392011,6
2,8,182912,4,376,415376,1947312,11
3,33,421256,33,1078,2166164,1327634,7
2,14,153230,21,434,437255,4207525,10
2,21,388237,21,651,1427779,1751463,3
1,1,32969,1,79,77730,97845,5
2,21,506257,73,378,1693020,7129836,4
2,12,356184,24,366,352626,1190868,6
3,38,437215,12,646,838533,2120678,13
2,15,414172,67,585,1269660,4055985,12
1,3,219675,24,276,599637,1838985,10
1,3,63693,27,246,498045,1409607,11
3,34,400554,34,215,1775378,1331893,11
3,39,885586,91,819,798525,2543905,5
2,15,330795,45,360,1242300,4124272,3
2,19,475190,76,437,1332888,1633544,9
2,20,643320,80,240,613670,2881120,6
3,30,539700,40,300,1330080,8391220,13
3,39,430859,65,195,970996,9413755,1
3,28,678925,9,606,701446,7846654,1
3,37,339573,111,296,1062492,3022135,11
3,36,458280,108,408,1788204,6071208,11
1,2,77590,12,160,163838,733876,14
1,3,187329,27,81,545736,481497,10
3,28,540381,18,242,903457,7147802,11
3,29,700224,96,802,923331,4958294,12
3,26,521048,26,208,598754,6428604,15
2,12,350550,48,90,376038,1854138,8
2,11,123486,22,49,685366,3154404,15
2,22,770418,11,814,1982321,8515441,13
1,3,171084,3,210,540999,156234,6
3,36,667272,48,1020,1719756,2348208,9
1,6,428514,18,474,1162224,5473890,9
1,2,95554,18,48,300898,1727136,12
2,21,433219,21,703,1936389,4010401,6
2,12,181650,12,270,932988,5518500,13
2,21,278796,94,987,1304667,7706107,8
2,12,366498,12,210,1163322,4682010,15
3,34,377626,56,260,775290,4922610,6
2,17,184110,68,467,1054382,7898038,11
2,9,213358,36,391,350464,336586,7
1,3,166302,24,6,255474,756918,11
2,8,127840,8,40,749240,1410732,14
2,18,627921,27,504,844857,7691517,3
2,7,123553,31,290,645347,758548,9
1,1,23481,7,71,116793,629039,3
2,13,484399,6,6,422110,4183127,14
3,32,434133,96,234,1436906,697930,15
2,13,135187,6,117,792454,4749433,13
1,4,117864,32,188,266940,2885016,15
3,35,676865,23,350,670051,4538100,6
3,32,770666,10,192,1677440,2676874,15
3,38,274537,50,253,1449674,685976,6
3,38,483258,88,950,1091474,11747814,1
2,15,365175,67,15,619462,4114500,6
3,28,665289,28,522,613349,549397,6
2,18,438192,63,270,540621,1529136,12
1,1,62497,9,34,177449,774304,9
1,6,443922,60,378,488604,4068348,3
3,38,777239,12,88,2083198,7192564,6
3,31,502231,51,299,739515,1364764,2
1,3,113058,18,186,447594,581832,5
2,21,592630,94,462,1321435,9135378,15
3,29,641460,58,551,1361144,5110998,7
2,19,233187,85,218,1225965,3104809,2
3,29,528902,48,841,1873535,4987043,1
3,30,330010,30,130,1064730,4154740,4
3,35,794675,81,1050,1402881,7147618,12
3,39,665210,104,104,971646,3049527,8
2,16,585400,64,640,608768,6180464,14
2,15,488362,52,52,442942,4256910,15
1,5,238315,45,210,442000,4110205,3
3,39,906360,104,676,866307,11637249,3
1,4,107964,8,228,323472,2491716,2
1,6,320280,24,390,1146264,4840500,13
3,33,235345,88,627,1020195,3434739,3
2,23,385181,11,69,849286,1467480,1
3,33,642741,22,968,1096260,5530481,1
1,5,133395,30,10,950590,1521935,5
2,23,266823,46,1127,1063853,5508396,14
2,8,190060,32,260,562372,3190220,8
3,34,811954,68,102,1237430,2110278,8
3,29,420500,77,174,483739,8542201,3
2,9,185958,27,67,886077,3955306,4
2,17,276105,17,204,1089751,1733677,3
2,19,269325,95,95,1776177,6405916,10
3,25,255808,75,25,1069700,2880491,7
2,17,566848,42,535,770040,4443103,4
2,13,376753,26,286,651859,1679015,15
1,5,134820,50,240,251900,3474535,3
2,24,516432,108,1140,1473708,3835584,2
2,9,245308,45,378,859653,1545102,10
3,36,665844,36,1140,1744740,7548624,12
2,15,387742,7,465,1317195,2304307,13
3,37,835768,24,653,915182,10759846,10
2,21,617064,31,567,1136562,3217641,6
2,7,221984,10,168,338334,2765448,14
3,36,266628,96,660,1235148,7935600,15
3,39,956670,52,728,1578447,6981767,11
2,7,127064,21,283,485663,2696883,2
3,37,712620,111,1221,839308,4929214,3
3,29,583228,48,473,1478710,7059992,5
3,27,544887,9,756,509958,6859035,13
2,19,682261,95,294,1528246,4591112,12
3,39,377637,39,936,2103062,8600592,11
2,17,316905,25,476,1175329,8417482,14
3,31,285634,62,351,1387725,9529276,14
2,16,510224,40,72,789024,6016880,9
3,39,551915,104,1040,1905332,3488836,9
3,40,487120,66,226,1855733,7028493,10
2,23,677729,92,46,622541,2845261,9
2,7,101020,21,185,661220,411673,2
3,37,637769,37,949,1623029,3213363,2
2,23,240591,34,678,745177,1200807,4
3,36,419388,24,48,2155452,1090788,7
1,4,87544,20,4,349248,287460,11
2,12,408876,12,300,383742,5528160,5
1,5,148725,25,80,536950,849400,15
3,40,416826,106,26,1391226,12930960,8
2,16,352880,32,264,978912,7933976,2
1,3,151224,12,42,454113,2204406,2
2,11,150254,38,495,520091,1473868,1
3,39,488748,91,624,2299674,7816315,12
3,26,381099,78,650,1672909,878540,9
2,14,152334,14,35,450058,1819657,7
3,28,224121,37,429,673922,8528380,11
3,30,365730,70,760,1154530,5108700,1
3,38,843524,76,1216,1782960,7070558,8
3,29,691282,9,705,1510619,5975140,1
2,21,248493,21,661,602112,9251140,7
2,15,516217,67,727,1019430,775822,4
2,12,263916,48,438,795564,3077706,2
3,33,516164,22,561,2055053,2084720,2
3,40,779306,13,386,2390106,7722920,13
3,36,343776,96,876,2344596,11413692,10
3,38,544565,126,937,2456041,1404733,12
2,8,165236,4,312,394704,3506596,5
2,23,699982,46,828,755849,9646786,4
3,31,691000,103,547,1134300,7021624,8
3,29,702351,96,850,494778,9436165,4
1,6,261696,6,582,849234,2609214,15
2,19,382470,28,769,1877912,4749287,14
2,11,143247,22,390,364710,670021,10
2,12,298926,6,360,1150752,635268,13
1,5,233590,5,420,596265,4290455,12
2,21,506016,31,987,1406044,7202107,5
3,28,332574,65,606,1306676,6411412,15
2,20,737030,40,150,1015560,8803140,2
3,30,235080,100,980,1685550,4447600,3
3,31,397409,51,165,1579822,7499499,10
3,30,455670,30,630,1322910,9385090,5
3,30,641040,50,210,1246130,2696860,10
2,10,102890,5,110,572015,4957100,7
2,12,164760,60,282,1196322,4203738,12
2,16,510264,16,648,988984,7777768,14
2,23,318757,80,241,780953,6523881,15
2,24,749628,48,288,705864,6501828,9
3,31,450698,72,961,1903720,583864,15
3,40,453146,13,733,1564893,12709720,11
3,30,625770,60,280,1708710,7843840,4
3,39,275639,13,663,1526642,5621759,9
2,21,257397,10,1018,1943287,9753744,10
3,27,471231,9,405,1629063,8831592,14
2,20,746190,80,170,1962760,3332990,2
2,12,137376,36,84,788232,3621234,9
2,23,409998,11,621,862373,3187788,7
2,24,858588,120,528,2238612,2090028,5
3,39,475878,65,988,1087346,8055203,2
2,18,207873,81,405,1328841,1279719,13
3,33,755755,44,781,853039,625130,11
3,28,529106,84,308,806493,3526590,3
2,16,547248,56,408,1395048,4346984,6
3,38,868211,76,101,2105111,5029806,13
2,18,327096,9,207,526842,6805989,11
3,37,377979,24,1184,1632711,7660924,4
1,2,126626,20,28,376380,155774,11
3,34,413700,56,1122,2077490,2693276,13
2,22,276485,66,308,1981529,2919323,7
2,13,269145,58,240,1186451,5774002,11
3,28,581513,56,308,1696893,4817260,10
3,28,473041,46,588,921928,1943900,1
1,2,45820,6,30,273284,1310968,1
3,36,806304,60,456,1384608,5147988,10
2,15,308055,7,330,965707,5178765,10
3,38,264657,25,392,917244,7400626,6
2,23,749075,46,1104,678109,11369394,8
1,5,114080,15,285,694255,2474685,10
3,27,653139,45,270,952299,3713409,8
3,36,742212,84,768,1069536,1903140,5
2,24,740520,12,960,812124,10642020,8
1,5,106420,20,465,712350,2545215,12
2,23,573401,11,782,761357,10009105,8
2,13,320476,52,533,1084343,3164479,13
2,7,133154,14,294,257726,843202,15
3,31,668959,82,217,1704566,1848003,2
2,21,465171,73,1050,1136751,2449597,5
2,17,353217,17,238,858160,5682547,7
2,24,693084,24,312,1357248,1462344,4
3,35,552241,46,956,1828236,1223716,4
3,36,674604,24,1152,2380296,7089012,12
2,7,143818,10,52,253858,1313896,5
3,31,592172,10,1033,1783616,7124688,12
2,14,462910,63,686,621481,3649611,3
1,3,111333,18,30,323874,2932755,12
2,8,200276,16,240,536984,3322192,15
3,29,599401,87,9,955115,8097737,4
3,27,413910,63,108,693378,1423809,11
3,30,340740,40,500,1454150,5709300,6
3,35,659085,93,280,1725068,3013441,2
1,2,147176,16,44,252462,1902880,14
2,18,224190,9,666,503829,5282568,7
3,37,715025,61,999,1239327,6400161,7
2,20,725350,100,910,931070,8209150,1
3,25,556200,83,683,1561266,8313591,14
1,3,162678,24,186,237786,1228713,15
2,11,314908,44,242,984038,2440201,1
3,37,332778,49,814,728049,10532827,5
3,31,549227,10,981,1994343,6247378,15
3,28,473041,46,289,670786,5101973,11
2,9,303894,9,234,846423,3037743,10
3,35,343910,46,933,1858931,6531256,10
3,34,792018,11,1020,659611,6512847,11
3,38,748954,88,519,1035576,6022316,13
1,6,361224,30,354,1133418,3513696,13
2,8,114768,4,96,384856,2525592,1
2,23,677545,11,1035,612444,947692,5
2,18,476262,63,864,1135521,4429026,12
3,26,404109,69,632,748098,895448,14
2,16,551600,40,392,1116976,3683056,4
2,9,216567,13,396,336420,1082434,2
3,36,374544,84,48,1868640,8589288,3
3,38,323861,50,1000,2092698,6074705,2
3,34,273756,11,702,870434,9460069,7
1,5,297785,30,60,859895,3440175,5
2,7,185174,17,108,667646,218946,7
1,6,209094,48,300,320988,1356780,13
3,29,446426,58,183,1399250,2968034,13
1,2,102170,20,98,127876,1506532,13
3,29,625713,58,541,996739,1133513,7
2,22,343387,66,880,1233496,10299157,13
2,10,207795,5,450,567135,4543035,10
3,28,594421,56,616,681268,6815414,3
3,32,458421,32,949,1692437,9966250,8
3,34,792154,90,1076,2260274,5848464,10
2,21,348715,63,1039,1576890,5717481,11
2,8,189436,40,152,602736,812668,8
3,29,559332,19,203,1632023,2967889,13
3,34,604848,34,600,1870317,11161293,12
3,27,228609,72,171,1420803,5054913,9
1,6,140424,42,354,1041066,1612464,12
2,10,250425,5,460,616045,4111405,13
3,35,764376,58,420,2317093,9424951,14
3,40,558360,80,1093,2252786,2584480,5
2,7,238469,21,119,617263,2668018,8
3,29,709137,48,473,1897373,3239126,1
2,10,174945,5,220,289100,1058295,15
2,22,512545,11,539,1199748,6538268,7
3,39,835016,52,728,2538848,3773172,10
3,33,695893,66,957,1728551,9527936,2
2,20,708600,80,500,706180,4605280,5
2,8,221452,40,376,666120,735868,13
1,6,266718,30,576,861834,1966512,13
2,9,98428,18,193,846121,2537793,15
1,2,148416,10,40,220860,1823028,12
1,1,34450,9,12,162659,82910,13
2,20,721800,20,80,754410,3896150,12
3,39,737581,52,221,960206,5812885,4
1,5,299375,5,500,597060,2491040,3
3,32,727434,32,480,712672,9039466,11
2,10,102020,20,380,598525,4960940,14
2,18,287514,63,450,585153,7950645,13
3,27,263430,63,342,814509,5578209,11
1,2,138598,4,16,186138,1854326,13
1,5,201490,5,450,914335,838785,4
2,19,678908,38,817,1463513,6272802,13
1,4,194028,12,364,668452,3404464,8
2,21,290923,84,714,557791,1199646,5
3,29,301126,87,541,1180329,1983377,6
2,14,514619,49,588,1137024,3891769,14
2,17,612799,8,603,1067362,7097950,14
1,2,117624,6,166,276800,453868,11
3,26,545185,26,303,622396,6804390,10
3,29,289777,87,821,875142,9637560,14
2,18,195921,81,108,1737621,5699358,12
3,40,512026,106,1280,2034026,6450760,6
1,2,123600,18,34,331854,1423832,13
3,35,484610,23,105,1802150,1139541,1
2,14,324765,70,336,1186262,2904825,11
2,19,643254,66,342,1188744,4122240,1
2,12,260184,48,162,715836,4375614,13
3,31,676905,72,186,585621,6990324,3
3,35,323680,35,816,1460631,8173771,14
1,2,84174,14,150,142206,1325632,9
3,29,458171,58,744,847950,7061094,5
3,26,629226,8,502,1262560,5640396,14
1,3,155643,21,195,511059,345462,3
2,23,377073,11,103,2225560,9571162,12
2,14,509117,42,210,707315,5885929,9
3,35,319363,93,11,1919843,7971821,10
1,3,176907,3,285,185067,2781489,4
2,12,175992,60,144,824568,1253640,7
2,13,408408,19,364,795905,511654,10
3,36,293112,24,228,1663704,9964020,7
1,6,224652,18,468,490884,2106528,9
2,10,373910,30,380,933035,978540,2
3,28,502068,65,812,872610,3894837,1
1,5,265440,25,255,722905,542490,6
3,29,568110,38,377,1227560,9235146,13
3,34,597810,90,249,1169860,8781780,10
2,17,558994,51,144,1105467,4879586,4
2,21,366019,105,1029,1556520,4569579,15
3,32,615925,74,266,885461,2908106,1
3,27,669483,18,558,483039,1778445,3
3,31,466984,103,713,1227920,8959826,14
3,29,534779,77,125,971616,4921203,6
3,36,612600,12,1020,2283768,616008,6
3,40,581000,66,1133,1240693,1502493,13
2,23,783023,115,701,1923099,6870491,1
2,20,358610,100,30,804290,2714020,9
3,32,648768,53,490,1380693,8929237,13
2,16,560048,64,608,890160,946728,12
3,40,450000,80,586,1482426,7462040,2
1,6,305178,6,132,444942,3348828,6
2,8,113768,4,308,507000,3014940,13
3,31,441987,51,1012,1860878,4833458,7
2,20,492670,20,90,1883690,7512890,1
1,5,296825,50,20,614675,3626830,2
3,27,638496,63,45,1477323,5551119,6
2,16,193752,48,168,1348272,6900320,1
3,28,601001,65,653,1232560,3586604,9
3,40,392533,53,1173,1652973,4900520,13
3,34,798433,11,680,1428668,4466840,14
3,32,387914,74,448,622517,10548618,6
2,9,172152,27,369,888466,1422171,13
3,35,510895,105,560,1676056,6151891,12
2,22,546183,110,737,2091001,8999705,15
1,1,29327,5,91,140766,63423,1
2,15,521355,52,495,1494510,4002487,10
3,31,322059,72,1002,1311878,672348,1
2,9,190867,36,94,805320,2424429,11
1,2,72768,16,130,173900,1459576,12
3,32,435264,32,618,1885749,3836394,14
3,37,255337,98,407,1300056,2344628,4
3,26,572017,34,806,946443,3997439,11
1,3,169734,9,288,497439,1088229,9
2,20,221380,70,970,804190,4329650,7
1,6,129858,54,384,836484,5136426,13
2,21,351676,31,136,1746129,721791,5
3,33,252373,99,858,1156716,7523395,12
2,13,297310,45,552,513552,1719425,8
2,9,250852,31,9,750478,2442123,8
1,3,157794,27,33,450660,346821,12
2,7,225862,10,325,296817,3270795,13
3,37,908720,98,900,2432441,1116425,3
3,28,377944,65,149,1539766,6496317,14
2,13,339612,19,299,663721,5497570,1
3,35,525583,11,420,1433530,4069905,10
2,22,616649,99,176,1898754,10524184,9
3,40,684586,66,1120,1920786,4181000,14
2,17,400987,42,612,920677,715793,4
3,25,561800,83,808,1318900,3692775,10
1,3,139419,3,132,451803,1962786,8
3,34,353441,90,1133,1347408,8108535,3
2,14,157122,70,21,842443,5973513,4
3,28,218456,93,224,1605389,2616441,3
2,9,222970,9,283,529137,3859587,13
3,25,594966,25,225,1509575,6293258,12
3,26,178992,34,754,1052636,8478912,1
3,29,566408,87,512,1778976,3312921,9
3,29,244073,9,966,1309243,1829126,10
2,7,175878,3,3,205530,2436952,1
2,16,409112,16,304,585080,3788848,4
3,25,255633,58,483,488400,928358,1
3,28,436902,18,728,675882,3777022,1
3,33,502678,11,957,1158399,9536780,4
1,5,228105,30,385,654070,4919005,14
2,22,392656,44,209,906323,5862593,11
1,2,137450,8,38,177238,1402258,12
3,40,679853,40,933,2355946,13031226,8
2,20,239310,80,450,698870,6503750,4
2,10,374310,20,465,690070,1731155,8
1,6,409752,42,516,459276,2254626,6
2,11,267800,38,225,593664,3648788,13
3,25,335225,8,700,1616925,6006141,1
3,34,270130,34,589,980344,5885547,6
2,24,294276,72,1104,715524,770736,13
2,23,427581,69,977,947450,2689919,10
3,39,713011,91,1066,1203514,11185694,13
2,10,255025,40,125,414815,633500,3
1,3,145149,27,210,577224,878904,12
3,27,473193,45,873,1154853,4597803,7
1,5,162230,40,285,587705,4596750,6
3,35,257471,46,198,1272145,2882996,2
3,39,619307,91,767,1553617,2927418,2
3,34,609382,22,158,852040,3493148,11
2,21,461181,63,882,1713495,4747396,2
2,18,311562,72,864,1723770,5125554,2
3,29,707116,48,116,1206342,3437805,2
3,39,514267,65,832,1928615,767351,12
2,11,161265,16,192,764181,1312063,4
2,24,604284,72,804,785868,5069640,4
2,20,295570,60,330,990500,6643950,10
2,13,392132,6,247,1086215,1617200,4
1,2,102278,6,172,224636,1810554,4
3,36,556128,60,984,2181720,7781040,8
3,27,291249,45,243,1436931,5609988,3
2,9,164592,27,301,602068,3253329,11
2,7,147532,21,343,415544,2979952,1
3,28,691534,74,121,748776,9200128,14
2,20,651630,80,20,1986110,1972980,7
3,30,231380,50,580,1620950,8845890,2
1,1,48744,10,87,78477,93323,5
3,32,384064,64,160,1407413,9987104,4
3,28,660734,93,746,1558545,6684384,14
2,15,415207,45,540,412867,5221117,13
3,37,923347,98,653,1427546,4142717,9
2,9,226975,45,279,476676,3444975,3
3,35,431211,35,828,2179123,2936208,6
2,13,340600,19,169,1160315,2247622,5
1,1,54297,7,100,96784,460285,2
2,23,499157,115,678,1914761,11449365,6
1,5,144305,45,280,602495,2312735,14
3,29,274059,19,348,623538,2953572,3
2,19,396929,38,798,1091730,4888158,4
2,23,743877,57,46,1549590,680179,11
1,5,355810,10,335,783025,588320,11
2,15,294555,30,525,1489162,3292530,3
3,28,504028,65,252,645204,2379906,1
2,18,418761,54,171,1251765,3347838,12
1,5,278385,20,285,591825,1314170,8
2,19,293065,57,85,1732866,6966625,7
2,23,596976,57,425,1751001,3438178,5
2,15,516120,75,105,844717,4805692,12
2,17,597745,76,646,1125629,3736931,8
3,32,642432,53,480,758709,6386453,14
3,29,558114,38,638,537940,1468821,8
2,19,554553,95,940,1413913,7253031,1
2,19,659765,47,256,868205,2480450,5
3,31,525078,82,826,1606874,1135571,12
1,1,38854,10,31,77092,141120,12
3,32,521717,74,469,850325,10555370,13
2,10,250055,30,295,318545,3665175,15
3,27,448461,54,72,1517490,5254182,2
3,34,278052,22,181,845183,5322428,14
1,4,278260,16,176,591628,3012236,5
2,12,334470,42,96,462432,2250042,10
2,23,337076,57,138,808427,3444192,14
2,23,800331,46,57,1582009,1123987,3
2,18,472428,9,594,613188,4927653,15
3,33,644842,11,473,1562737,10229010,11
3,26,492492,26,242,644774,6292112,8
3,25,355391,58,16,701616,3151158,11
1,6,250386,60,336,503598,5636016,6
3,34,822868,113,113,1774664,9956696,6
2,13,278369,58,448,1238536,1552193,15
2,7,142884,28,283,428267,968443,4
2,20,728400,10,570,1711620,4431630,2
1,3,90990,18,207,408108,414927,11
2,10,225345,10,315,842495,4996605,5
3,26,375596,17,416,1042028,4988680,8
2,14,413707,49,35,1237929,5453546,7
2,10,249145,15,370,621475,993115,12
2,13,217360,45,91,1252517,410761,8
2,24,878160,84,804,1020804,1197204,8
3,31,263066,62,382,1665185,3865596,15
2,23,324484,115,1081,1221863,10610406,5
3,38,593585,126,139,1837642,12091764,11
2,12,403158,48,486,684528,3889848,12
1,5,189185,40,255,310090,3175470,10
3,30,372130,10,440,1398500,4196400,15
3,26,542646,43,260,815178,5760291,1
3,34,249208,34,714,1836804,3770498,12
1,1,46836,10,46,144125,71458,10
2,10,102505,50,485,764450,595430,10
2,23,601737,103,379,2118771,2088296,6
3,25,214108,16,791,772133,8069858,13
2,17,298418,68,756,831512,1624248,11
2,19,626268,28,855,1494188,6289902,13
